R,F,M,C
2.33,2,43.21,0.0
8.23,2,248.99,0.0
6.57,2,285.79,0.0
1.67,2,38.26,0.0
7.37,2,57.03,0.0
4.27,2,99.98,0.0
0.5,2,183.15,0.0
7.53,2,239.98,0.0
0.97,4,408.49,0.012820525
6.13,2,51.93,0.0
5.0,2,93.98,0.04546145
1.87,2,56.97,0.0454763
6.3,2,273.97,0.0517277
3.0,3,164.34,0.0
3.7,2,9.98,0.0
6.13,2,273.97,0.0
5.23,2,39.98,0.0
5.97,6,315.94,0.0277824
0.53,2,699.97,0.038463
4.07,2,206.97,0.0
6.1,4,146.95,0.08743875
6.3,2,303.97,0.05435375
4.6,2,94.98,0.1136467
1.63,2,69.98,0.0454683
4.8,2,399.98,0.0909132
0.8,2,79.96,0.0
6.37,2,62.98,0.0
4.57,2,288.97,0.0
6.57,2,139.99,0.0
3.17,2,51.98,0.0
6.83,2,279.98,0.0
4.33,2,289.98,0.0
3.4,2,71.97,0.0
5.67,2,370.78,0.0
4.13,4,143.84,0.0
0.83,3,46.93,0.0
0.5,3,43.98,0.0
6.13,2,273.97,0.0
2.43,2,76.98,0.0
3.07,3,113.84,0.0
3.83,2,240.97,0.0
4.67,2,77.84,0.0
2.83,2,51.98,0.0
3.1,2,273.97,0.0
1.47,2,110.97,0.0390909
3.47,2,65.98,0.0
5.83,2,31.98,0.0
7.0,2,41.16,0.0
2.97,2,47.98,0.0769527
0.23,2,43.8,0.0
7.6,2,84.97,0.0
7.07,2,87.54,0.0
5.73,2,128.3,0.0
5.4,2,119.09,0.0
3.87,3,115.54,0.0
7.37,2,62.34,0.0
0.77,3,183.96,0.0
3.3,2,144.07,0.0258521
0.97,4,220.15,0.0
3.37,2,33.48,0.0
5.8,2,46.83,0.053387800000000006
5.2,2,253.97,0.0
5.87,2,306.96,0.0
4.07,2,49.98,0.0
6.87,2,279.98,0.0
6.73,2,79.98,0.0
5.13,2,49.95,0.0
4.97,2,42.82,0.0
2.07,3,296.47,0.0
1.03,2,36.99,0.0
7.3,2,40.75,0.0
7.5,2,48.98,0.07552710000000001
3.33,2,75.92,0.08332260000000001
6.5,2,122.99,0.0
1.97,2,179.94,0.0
3.03,2,39.98,0.0
2.73,2,37.77,0.0
5.8,2,273.97,0.0
8.13,2,235.98,0.0
4.9,2,149.98,0.0
1.87,2,240.97,0.0
5.87,2,209.98,0.05555965
0.87,2,58.82,0.0
0.73,2,33.57,0.04547945
4.5,2,321.96,0.0
1.07,2,51.98,0.0
5.1,2,46.37,0.07579315
5.17,2,299.98,0.0
7.17,2,120.97,0.0
0.2,3,662.18,0.0
0.4,2,59.98,0.0
3.87,2,446.62,0.02381665
7.33,2,56.12,0.0
2.0,3,87.91,0.03029883333
7.0,2,51.95,0.0
6.3,2,74.99,0.0
0.63,5,173.59,0.0
4.77,2,64.27,0.0
5.77,2,22.16,0.0
4.2,2,51.97,0.0
6.27,3,305.94,0.0
2.93,2,395.96,0.0
2.47,2,198.96,0.0
1.9,2,279.99,0.0666689
4.33,2,289.98,0.0
2.63,2,169.98,0.0
2.97,2,68.16,0.0
6.93,2,82.48,0.0
3.53,2,179.98,0.0
6.7,2,99.98,0.0
6.73,2,52.03,0.0
7.73,2,193.97,0.0
5.2,2,293.97,0.0
1.57,2,35.02,0.0
0.1,2,57.73,0.0
8.2,3,244.97,0.0303168
4.8,2,45.98,0.0
2.2,2,49.98,0.0
6.1,2,31.98,0.0
5.47,2,287.96,0.0
0.6,2,37.88,0.0
7.9,2,39.98,0.0
5.4,2,26.14,0.0
4.4,3,533.95,0.0
1.57,2,559.97,0.01282115
5.97,2,273.97,0.0517277
3.77,2,393.78,0.0
2.03,2,179.97,0.0
6.63,2,84.88,0.10001065
5.93,2,150.97,0.00885955
5.73,2,25.9,0.0
7.57,3,119.96,0.0
2.2,2,76.97,0.02830635
3.1,2,313.94,0.0
4.03,2,79.97,0.0
2.03,2,39.98,0.0
5.97,3,492.79,0.0
5.93,2,273.97,0.0
2.2,2,126.5,0.0
3.57,3,49.95,0.0
1.97,2,99.98,0.02381235
2.93,2,51.98,0.0
2.3,2,83.96,0.0204165
5.0,2,28.93,0.0
5.43,2,221.73,0.0
0.27,3,131.96,0.01389176667
3.87,2,36.96,0.0
5.8,5,662.93,0.0
1.83,2,97.97,0.0
1.13,2,189.96,0.0
0.27,2,174.48,0.0
1.77,2,96.91,0.0
3.8,2,9.98,0.0
5.2,2,37.99,0.0909308
7.63,2,78.23,0.0
5.73,2,20.48,0.0
6.0,2,60.42,0.06906075
4.27,3,58.56,0.02136753333
3.63,2,160.93,0.0
0.9,2,88.67,0.0
6.17,2,299.98,0.0
1.97,3,168.92,0.0
4.47,2,213.97,0.0
0.87,3,104.36,0.0
1.87,2,65.7,0.0
6.1,3,579.95,0.0
7.73,2,579.98,0.0
6.17,2,91.98,0.0
4.67,2,35.99,0.0
3.8,2,40.76,0.0
5.23,2,417.95,0.0
5.7,4,593.95,0.023587875
3.07,3,105.96,0.0
1.2,2,166.13,0.0
1.7,3,67.83,0.0
2.8,2,19.98,0.0
2.63,3,66.27,0.0
7.63,3,61.25,0.0
2.83,4,107.11,0.0
5.2,2,273.97,0.0
1.2,2,54.98,0.0
6.3,2,125.97,0.02381455
5.33,2,89.98,0.10002
5.73,2,59.98,0.0
5.67,3,30.97,0.0
2.8,2,64.28,0.0
5.33,2,287.96,0.0
3.33,2,133.96,0.0454597
5.67,2,179.98,0.0
5.63,2,22.16,0.0
6.0,2,293.75,0.0
4.23,3,435.96,0.0
6.1,2,31.72,0.0
3.7,2,213.97,0.0
0.47,2,99.99,0.0
6.6,2,41.97,0.0
5.6,2,209.94,0.0
6.13,2,70.68,0.0
4.83,2,60.97,0.0
6.07,2,115.96,0.0
6.93,2,55.98,0.0
6.13,2,303.97,0.0
4.27,2,27.98,0.0
5.23,2,29.99,0.0
0.83,2,69.98,0.0909327
6.57,2,99.98,0.0
0.3,3,187.7,0.0
5.87,4,142.81,0.0
5.73,2,267.96,0.0
5.9,2,273.97,0.0517277
0.5,2,48.06,0.0
5.2,2,99.48,0.0
0.43,2,99.98,0.0
6.73,2,192.98,0.0
5.2,2,423.96,0.0
7.17,2,273.97,0.0
3.27,3,247.94,0.0
5.93,3,423.96,0.039218
8.2,2,599.98,0.0
1.2,2,87.98,0.04546395
2.1,2,159.49,0.0601376
4.57,4,52.78,0.0
8.0,2,296.93,0.0
3.63,2,42.39,0.0327368
5.2,2,423.96,0.0
0.1,2,67.99,0.0
3.33,2,135.97,0.0
0.97,2,113.86,0.071349
6.37,2,65.98,0.051739
6.73,2,41.98,0.0
5.7,2,327.96,0.0
1.27,2,58.97,0.0
8.3,4,375.89,0.0
1.6,2,18.18,0.0
5.77,2,41.98,0.0
0.1,2,219.98,0.0
0.9,2,74.97,0.0348967
5.43,2,206.19,0.0
6.57,2,199.69,0.0
1.77,2,198.78,0.0
0.67,2,299.98,0.117654
6.47,3,413.96,0.0
6.23,2,31.98,0.0
1.7,2,215.82,0.01353235
6.3,2,289.98,0.0
0.3,2,307.02,0.0
4.33,3,379.39,0.0
1.07,2,46.94,0.0
3.87,2,58.97,0.0
6.8,2,242.98,0.0
3.37,2,213.97,0.11112345
4.53,2,80.98,0.09094695
4.33,2,51.98,0.0
7.4,2,253.97,0.0
3.87,3,201.97,0.03174906667
2.13,2,19.98,0.0
5.07,2,55.97,0.04546745
1.53,2,75.97,0.0
2.57,2,159.98,0.0
5.07,3,111.41,0.0
6.43,2,42.94,0.0
6.13,2,323.0,0.0
6.63,2,308.97,0.0
6.63,2,315.76,0.0
4.73,3,303.96,0.0
7.57,3,101.94,0.0
5.77,2,89.98,0.04546045
5.6,2,43.98,0.0
6.13,2,267.96,0.0
5.87,2,203.97,0.0
6.23,2,47.46,0.04547425
0.13,3,209.31,0.0
3.13,2,39.71,0.08336125
0.27,3,63.86,0.0
3.27,2,43.55,0.0
5.93,2,120.97,0.0
2.03,2,47.98,0.0
4.6,2,0.0,0.0
7.9,2,79.98,0.0
1.27,2,65.98,0.04546705
0.6,5,526.13,0.0
6.0,2,22.54,0.0
0.1,2,37.98,0.0
5.7,2,121.98,0.07534260000000001
2.47,2,79.98,0.0
0.6,2,99.98,0.0454597
4.83,3,105.96,0.07693489999999999
4.27,2,196.96,0.0
0.93,2,188.5,0.0
4.17,3,482.62,0.09693956667000002
6.9,2,119.98,0.0566127
7.33,2,49.98,0.11542015
7.13,2,582.16,0.0
3.07,2,63.42,0.0
6.0,2,259.98,0.0
5.6,3,88.96,0.052269133330000016
0.07,3,360.59,0.0
6.47,2,404.97,0.0
3.87,2,81.98,0.0
7.0,2,73.27,0.0
1.73,2,89.48,0.0
0.6,2,445.49,0.0
0.53,2,221.0,0.015296
6.87,2,69.48,0.0
4.83,2,64.96,0.0
7.53,2,279.99,0.0
0.23,2,71.94,0.0
6.4,2,262.98,0.0
0.63,2,59.98,0.0
2.77,2,259.98,0.0
0.53,2,43.98,0.06524105
6.7,2,51.98,0.0
6.17,2,90.98,0.1342085
3.63,2,273.97,0.0
5.47,2,89.98,0.1001414
4.2,3,365.96,0.0
4.2,2,119.97,0.0
7.57,2,80.84,0.0
5.97,2,99.98,0.02381235
3.57,3,389.97,0.047622466669999995
6.47,2,244.98,0.0
0.43,2,53.17,0.0
4.8,2,299.98,0.0
1.07,2,150.4,0.0
6.03,4,533.94,0.0
5.87,2,45.98,0.0
5.87,2,303.97,0.0
7.5,2,68.19,0.0
6.43,2,22.08,0.0
3.9,4,519.96,0.0
1.73,2,103.64,0.0
2.27,3,144.25,0.0
2.47,2,17.98,0.0
2.37,2,27.01,0.0
4.13,3,138.97,0.1385016
6.07,2,267.96,0.0
7.23,2,279.98,0.0
6.63,2,239.98,0.0
0.4,2,35.98,0.0
2.27,3,107.97,0.0606196
4.2,2,47.97,0.0
4.63,2,39.98,0.045475199999999986
5.97,2,458.96,0.0
1.47,2,140.16,0.0
6.53,2,36.94,0.0
0.8,2,83.67,0.0
7.57,2,73.67,0.0
5.4,2,70.35,0.0211614
5.8,2,36.94,0.06524105
3.1,2,59.98,0.0
4.17,2,252.98,0.03571685
3.47,2,259.98,0.0
3.5,2,66.99,0.0
0.13,2,559.98,0.03333445
1.4,2,76.89,0.0
4.37,2,373.96,0.0
3.43,2,73.98,0.0
1.37,2,52.45,0.0
5.7,2,413.95,0.03296805
6.87,4,167.93,0.0
1.93,4,359.94,0.0
5.93,2,423.84,0.0
2.5,3,139.98,0.0
3.1,6,179.35,0.0
7.27,2,119.98,0.0
0.67,2,26.31,0.0
5.47,3,232.94,0.0
3.4,2,149.98,0.0
5.1,2,85.86,0.0908513
2.13,2,81.51,0.09995555
3.97,2,22.2,0.0
0.4,2,79.98,0.10002
5.07,2,64.98,0.0
4.07,2,266.97,0.0
4.07,2,158.76,0.0
1.0,2,199.98,0.0
3.63,2,19.99,0.0
4.07,2,266.97,0.0
6.57,2,273.97,0.0
2.73,3,91.46,0.0
2.37,2,396.96,0.0
4.17,3,123.96,0.03030646667
7.67,3,671.97,0.0
2.63,2,96.56,0.0
3.83,2,189.98,0.0
0.33,2,136.12,0.02005385
2.13,2,72.98,0.06928225
5.67,2,59.82,0.0
6.23,2,313.97,0.0
3.77,2,89.76,0.0
2.33,2,77.93,0.0
7.67,2,38.85,0.0
3.03,2,115.02,0.0
5.93,2,267.96,0.0
2.77,2,96.98,0.0
0.43,3,91.96,0.0
3.27,2,259.98,0.0
6.6,2,419.97,0.0
6.67,2,242.98,0.0
1.07,2,143.97,0.0
6.17,2,25.98,0.0
6.83,2,279.98,0.0
1.87,2,67.5,0.0568622
6.17,2,50.81,0.0
4.77,2,274.88,0.0
4.97,3,449.53,0.03115846667
7.47,4,57.26,0.05002
6.73,2,56.0,0.0
4.27,2,199.98,0.0
0.77,2,110.02,0.05880625
2.03,2,74.97,0.0
4.57,2,303.97,0.0419041
3.7,2,9.98,0.0
5.07,2,31.98,0.0
0.17,2,39.98,0.0
0.6,3,62.93,0.0
2.17,2,104.98,0.0652245
4.17,5,305.94,0.08021798
3.37,2,79.88,0.0454753
5.6,2,29.98,0.0
4.93,2,96.87,0.0
6.53,3,381.39,0.0
5.07,3,102.47,0.0
3.63,2,30.31,0.0
7.23,2,79.98,0.0
1.6,2,31.98,0.0
4.5,3,64.96,0.0
1.7,2,94.97,0.0
3.03,2,266.97,0.0
7.13,2,71.91,0.0
3.13,2,62.1,0.0
3.5,2,95.0,0.0
0.1,2,43.98,0.0
0.4,2,42.87,0.0
4.93,2,99.98,0.0454597
0.47,3,59.87,0.030316866669999998
6.43,3,36.97,0.0
0.77,3,52.64,0.0
6.53,2,107.97,0.0
6.2,2,194.69,0.0
4.9,2,69.98,0.0
5.2,2,155.97,0.07265475
3.0,2,39.98,0.0
4.73,2,79.98,0.0
6.1,2,30.97,0.0
6.87,2,279.98,0.0
0.37,3,79.73,0.04344343333
4.6,2,119.99,0.0
3.4,2,62.98,0.0
0.93,2,42.86,0.0
5.57,2,70.97,0.0
4.47,2,33.98,0.0
4.43,2,159.98,0.0
4.37,4,130.95,0.0
6.23,2,69.41,0.0432942
5.97,2,30.99,0.0
7.33,2,148.1,0.0238234
1.07,2,97.43,0.07388789999999999
0.17,2,51.66,0.0
3.47,5,478.95,0.02299114
2.6,2,27.98,0.0454841
2.47,2,53.74,0.0344768
2.73,6,165.94,0.00793921667
7.03,2,199.99,0.0697707
1.37,3,79.53,0.0
4.97,2,639.84,0.0
4.67,2,293.97,0.0
4.9,3,447.96,0.0
1.07,2,81.38,0.0
3.87,2,103.98,0.0
5.2,2,349.98,0.045457300000000006
3.67,2,51.98,0.04547045
3.4,2,118.81,0.0
0.83,2,87.49,0.02240035
3.3,2,129.99,0.0
4.7,2,144.98,0.0
7.6,2,368.99,0.0
5.83,2,89.97,0.0454683
7.17,3,388.98,0.0
4.57,2,62.98,0.0
0.83,2,62.97,0.0
1.87,2,104.93,0.0
1.3,2,101.97,0.0
6.3,2,267.96,0.0
3.7,2,36.05,0.08336005
2.2,2,71.97,0.03751875
1.4,2,19.98,0.0
2.87,2,204.8,0.0
3.17,2,349.98,0.12404725
0.97,2,39.98,0.0
2.43,4,47.63,0.0
6.93,2,64.88,0.0
6.5,2,259.98,0.0
6.63,48,815.52,0.0
13.07,110,2355.21,0.0
3.13,56,2509.46,0.0
0.03,41,4685.58,0.00116153659
3.83,23,5008.15,0.0432538087
0.83,63,6680.47,0.0
2.2,16,7961.0,0.0374991
0.03,59,2165.17,0.0
5.7,72,1595.52,0.5
0.23,124,2694.87,0.0
5.67,44,1932.71,0.0
0.0,15,15791.19,0.14044017332999995
3.73,40,2126.3,0.0
1.7,91,3338.21,0.0
4.47,79,6228.12,0.006460816460000001
0.4,16,12385.61,0.17025298125
0.47,63,7344.99,0.0
7.83,11,9436.32,0.09406318182
0.03,47,5009.22,0.0
3.47,73,3410.99,0.01359248904
0.03,49,1412.52,0.0
1.2,74,3330.04,0.02862373108
0.33,24,7193.19,0.0
4.53,3,13493.28,0.23822403333
0.17,87,7071.5,0.0
3.17,41,4893.32,0.06279159999999999
9.47,80,1249.83,0.0
0.0,30,4241.11,0.0
1.33,27,20330.33,0.0
0.1,112,3464.08,0.0
0.03,87,973.62,0.0
0.83,75,2220.22,0.0028103840000000004
1.23,34,2710.08,0.004359223529999999
5.87,2,125.34,0.15481655
5.77,3,29.97,0.5
5.67,3,310.0,0.14143363332999995
5.47,2,170.97,0.15855545
3.47,3,173.97,0.1877447
1.37,2,43.98,0.1500375
0.97,3,36.97,0.36113176666999997
2.43,3,206.97,0.18931663333
6.2,2,79.98,0.2453293
0.93,2,51.98,0.3334188
1.27,3,38.97,0.3473145
7.43,2,111.98,0.21542935
5.77,5,83.95,0.5
6.37,2,21.98,0.1883309
6.93,3,74.97,0.15512496667
6.77,2,44.97,0.1972807
6.4,4,312.93,0.223457125
2.0,2,29.98,0.39329555
5.77,3,42.97,0.5
6.93,2,61.98,0.23268745
11.4,2,201.48,0.2041904
15.17,2,17.18,0.2001862
9.13,3,266.96,0.21140353333
6.03,2,75.98,0.15387575
0.97,5,63.92,0.21666794
0.13,2,24.98,0.37486965
2.7,2,41.17,0.15404385
0.97,2,51.98,0.36365435
6.47,2,74.06,0.2630758
5.77,2,37.97,0.4695509
7.0,2,71.98,0.3077515
10.67,2,42.98,0.166705
5.77,5,109.91,0.44539532
6.07,2,75.98,0.15181960000000005
9.83,2,68.26,0.31821809999999995
0.17,3,38.97,0.36107713333
5.77,2,29.98,0.5
0.37,2,76.73,0.1544774
2.73,2,89.96,0.19535965
0.3,2,23.98,0.3335239
5.67,2,33.24,0.5
1.9,3,139.98,0.19520155
5.77,2,68.97,0.2963932
2.83,2,69.98,0.172954
5.77,2,37.98,0.5
0.4,2,28.98,0.3541939
4.13,2,100.98,0.14885085
10.57,2,29.54,0.3334838
8.1,2,69.98,0.1454883
5.7,2,44.32,0.5
5.4,3,45.97,0.33333333333
5.77,2,34.98,0.5
5.83,3,64.93,0.22915946667
8.07,2,123.97,0.1437909
3.93,2,139.98,0.285707
10.07,2,67.72,0.18899355
3.87,2,69.98,0.2041807
3.37,3,553.95,0.15982043332999998
3.4,2,36.94,0.14236729999999995
1.3,3,38.97,0.35958106666999995
5.7,2,24.98,0.25
1.77,2,18.98,0.16674605
2.03,2,24.98,0.35422570000000003
6.3,2,119.98,0.146642
9.9,2,69.98,0.32710695
5.77,5,59.95,0.5
10.5,3,180.72,0.3333333
0.93,2,19.98,0.1668057
6.2,2,79.98,0.2453293
12.7,2,12.99,0.5
0.93,2,23.98,0.354222
5.57,3,78.69,0.3749309333300001
5.7,2,22.16,0.5
2.0,2,33.98,0.15120675
2.6,2,107.49,0.47972425
3.07,2,56.08,0.25
2.57,2,24.98,0.37262555
0.07,2,23.98,0.354222
0.93,2,40.98,0.35415725
7.17,2,99.98,0.14289115
5.13,2,29.99,0.2683581
1.4,2,22.98,0.3542535
6.1,4,59.96,0.4444033
3.97,2,36.94,0.15120675
5.67,2,43.98,0.1500375
4.0,2,92.64,0.2884988
6.07,3,96.97,0.26455975
5.7,2,22.16,0.5
1.97,2,21.98,0.2441541
6.47,2,159.98,0.2289377
3.9,2,139.98,0.14287170000000002
5.7,5,110.8,0.5
4.2,2,71.96,0.17645905
6.27,2,79.98,0.3137844
3.5,2,50.18,0.15042235
0.83,2,199.98,0.1525194
8.97,2,69.98,0.1522319
6.67,3,131.96,0.26614253333
2.93,2,43.98,0.16670635
2.63,2,19.98,0.18744785
0.9,2,133.52,0.14860585
2.17,3,116.97,0.16208366667000002
0.13,2,35.98,0.33348725
5.7,4,61.96,0.375
4.83,2,26.98,0.16676960000000002
5.77,3,55.97,0.5
2.9,2,56.98,0.17515105
4.93,4,59.98,0.2105817
5.87,2,85.98,0.2471442
4.0,2,50.97,0.16672225
0.27,2,14.98,0.1874218
6.1,2,29.98,0.4444033
7.33,2,74.97,0.16850639999999995
2.97,2,38.98,0.3091322
1.23,2,30.98,0.1667094
2.03,2,163.96,0.1419817
6.43,2,75.97,0.1643743
2.9,3,155.72,0.17625163333000002
5.77,3,45.97,0.5
2.7,2,163.95,0.1806285
0.37,2,19.99,0.4444136
2.9,2,107.49,0.4014635
5.77,2,19.98,0.5
1.8,2,23.98,0.3335239
5.67,2,22.16,0.5
14.63,2,59.39,0.2456158
9.03,2,164.98,0.20939905
0.3,2,35.98,0.3541312
1.47,2,39.98,0.33345545
6.57,2,153.79,0.1554524
15.77,2,29.98,0.23090245
2.6,2,174.99,0.40710305
6.37,2,102.98,0.2962777
2.9,2,115.48,0.421315
2.0,2,289.98,0.1830859
8.43,2,141.96,0.2164696
10.7,2,58.86,0.15190195
5.77,3,55.97,0.5
5.77,2,37.98,0.5
1.0,4,199.82,0.16633025
3.2,2,199.98,0.17634520000000006
6.33,2,149.98,0.14410375
2.17,2,177.36,0.30851695
1.0,3,76.28,0.21154476667
11.2,2,40.98,0.1667348
5.7,3,55.4,0.5
11.57,2,51.35,0.15426710000000002
0.93,2,24.98,0.35422570000000003
6.2,2,80.49,0.1391442
9.4,2,46.0,0.1666667
1.4,2,19.98,0.14295925
5.77,2,34.98,0.14289115
13.67,5,932.33,0.43639672
5.1,2,83.98,0.1552965
2.03,2,46.23,0.3749436
0.3,2,39.98,0.33345545
5.77,2,49.96,0.43174415
5.77,5,59.95,0.4
3.53,2,499.98,0.2318906
10.4,3,148.99,0.40799523333000004
0.97,2,23.98,0.3335239
4.6,2,131.97,0.18547320000000006
8.97,5,340.44,0.16970026
5.5,2,21.99,0.2029721
2.3,4,489.47,0.204975975
5.57,2,210.34,0.18158295
12.4,3,244.97,0.21488803333
2.6,2,60.68,0.1534598
6.57,2,62.98,0.1710029
5.7,2,44.32,0.5
0.13,2,35.98,0.33348725
7.3,2,36.98,0.14052595
3.87,2,26.98,0.16674075
7.7,2,44.98,0.17944605
10.27,2,39.98,0.18747395
5.77,3,57.97,0.5
5.7,2,29.99,0.166713
2.6,2,29.98,0.39329555
6.57,2,97.97,0.16855545
2.7,2,19.98,0.2058477
1.3,2,23.98,0.3335239
6.93,2,61.98,0.23268745
5.77,2,37.98,0.5
5.7,2,166.29,0.1666719
5.77,3,55.97,0.5
5.13,2,243.9,0.1852075
5.77,7,100.93,0.5
1.4,2,40.98,0.35415725
1.0,4,43.96,0.2800973
6.33,2,29.98,0.2444309
5.4,2,39.98,0.16672225
15.07,2,183.12,0.2000699
7.8,3,228.97,0.20606456667
10.57,2,51.98,0.3648507
2.87,2,24.98,0.37262555
10.53,2,55.68,0.33340575
2.0,2,18.98,0.14293005
0.03,2,29.98,0.3541886
5.97,3,213.96,0.17213720000000002
6.33,2,51.98,0.3096058
2.37,2,17.98,0.3335835
0.03,2,130.22,0.21710845
5.77,2,14.98,0.25
7.67,2,61.98,0.16210475
2.03,3,349.97,0.1666786
5.7,2,44.32,0.5
5.7,7,155.12,0.5
0.97,2,51.98,0.3096058
1.97,2,19.98,0.2058477
7.17,2,69.44,0.1660424
5.77,2,22.98,0.25
5.67,2,165.98,0.2332027
0.03,2,23.98,0.354222
6.43,2,74.98,0.19876735
6.4,2,62.98,0.1710029
5.43,3,112.53,0.1811689
6.93,2,67.97,0.22162725
1.9,2,55.98,0.1866441
5.0,2,100.22,0.1986346
1.7,3,83.96,0.15171026667
5.77,4,64.96,0.5
6.6,2,44.2,0.33323275
7.8,2,174.98,0.2337169
0.97,2,28.98,0.374892
5.43,2,79.98,0.1916425
2.5,2,124.98,0.1408495
10.6,2,169.98,0.2192587
10.93,2,268.98,0.2041904
6.87,2,51.98,0.20326315
4.93,2,457.87,0.21212475
7.5,2,69.19,0.16633015
5.97,2,70.3,0.18932695
5.73,2,55.4,0.20110770000000006
5.77,2,44.96,0.42268785
1.8,2,21.98,0.3335517
5.5,2,243.9,0.1840896
1.77,2,40.98,0.3843928
9.8,2,61.56,0.23246895
1.4,2,40.98,0.35415725
2.7,2,44.97,0.18744785
5.77,4,63.96,0.5
7.63,2,55.98,0.14775215
5.77,2,27.98,0.5
5.5,2,34.98,0.18753905
2.73,2,19.98,0.2058477
5.77,2,35.98,0.5
3.67,4,429.95,0.14624605
0.97,2,51.98,0.36365435
5.23,2,22.16,0.41666665
5.17,2,26.98,0.15042479999999994
1.27,2,68.97,0.14443599999999998
3.03,2,83.49,0.37495115
4.97,2,171.97,0.1734442
10.6,3,204.97,0.1514004
4.17,2,65.98,0.2583014
3.1,3,248.05,0.16624036667
1.7,2,14.98,0.16677785
5.77,2,24.97,0.21505990000000005
4.3,2,105.97,0.16539885
6.3,2,79.98,0.1833707
5.77,3,49.97,0.5
1.13,2,114.98,0.1605999
6.2,2,76.98,0.16325785
1.77,2,40.98,0.40279265
3.3,9,643.87,0.1498229
6.2,2,79.98,0.2453293
9.17,6,326.84,0.19740105
5.93,2,88.3,0.25487095
3.07,2,84.96,0.14139635
5.77,3,44.97,0.5
2.43,2,167.72,0.1938257
5.77,2,47.96,0.4286395000000001
4.57,2,62.98,0.14844895
5.97,4,83.96,0.1667328
11.13,2,149.91,0.25824605
5.77,3,39.97,0.5
4.97,2,59.98,0.2394699
2.53,2,54.3,0.1670086
0.97,2,28.98,0.374892
6.23,4,284.97,0.17854136667
0.33,2,69.98,0.16505755
6.9,2,41.97,0.17944605
5.7,3,66.48,0.5
8.6,2,66.89,0.18689365
4.77,2,84.58,0.21469845
3.43,3,40.97,0.33333333333
5.7,3,66.48,0.5
2.43,2,67.5,0.4117647
5.77,3,59.97,0.5
6.93,2,61.98,0.23268745
5.4,2,39.98,0.33344450000000003
2.83,2,19.98,0.2058477
6.33,2,55.24,0.2964975
0.23,2,28.98,0.3541939
14.33,2,193.71,0.1765517
5.77,4,70.96,0.5
0.57,2,39.78,0.14430545
6.1,2,29.98,0.4444033
6.1,2,29.98,0.4444033
0.13,2,35.98,0.33348725
1.77,2,40.98,0.3843928
10.57,2,59.98,0.3749479
12.87,3,285.96,0.18173133333
0.7,2,39.78,0.1741161
6.13,2,30.98,0.1667094
1.37,2,29.98,0.2030883
5.6,2,81.19,0.1495954
0.73,3,114.98,0.1605999
4.8,2,51.35,0.20205365
4.5,2,194.98,0.16470675
2.6,2,83.49,0.3933335
0.0,2,49.99,0.1666944
5.77,3,42.97,0.5
0.13,2,39.98,0.35415355
2.63,2,107.49,0.4160157
1.53,2,31.97,0.1667094
5.13,2,209.98,0.219255
4.27,2,29.99,0.166713
6.33,2,35.98,0.32987085
6.3,2,21.98,0.166793
2.47,2,68.98,0.2359327
0.1,2,40.98,0.35415725
11.9,2,39.98,0.33344450000000003
6.1,2,51.98,0.15120675
6.77,2,14.12,0.2384035
0.5,2,28.98,0.3541939
2.5,2,70.98,0.1408495
4.27,2,313.97,0.15964555
5.5,2,29.99,0.166713
0.13,3,50.97,0.35955663333000004
2.0,2,17.98,0.18744785
2.23,2,67.5,0.375
0.27,2,42.98,0.16670035
8.63,2,122.97,0.2275362
3.43,3,99.96,0.15083936667
6.97,2,8.69,0.18709070000000005
3.8,2,199.99,0.2857245
5.7,3,33.24,0.5
1.83,7,458.92,0.16961974285999998
2.9,2,107.49,0.4241164000000001
0.27,2,23.98,0.35416785
2.6,2,135.0,0.4198654000000001
7.0,2,78.98,0.3749599
0.03,2,24.98,0.3932695
10.03,2,43.98,0.2308499
6.57,2,44.2,0.33323275
6.03,2,44.47,0.1805786
15.47,2,29.58,0.2001085
5.27,2,57.25,0.2031814
5.77,3,75.94,0.4327790333300001
2.8,2,88.87,0.15344100000000002
7.13,2,50.98,0.18748225
5.77,2,27.98,0.5
6.3,2,55.24,0.28225245
6.3,2,128.28,0.22536755
6.3,2,134.95,0.21367005
5.77,4,74.96,0.5
0.6,2,24.98,0.37262555
10.63,2,229.35,0.1949906
1.77,2,40.98,0.3843928
0.07,2,29.98,0.18744785
7.77,2,169.15,0.1506406
5.5,2,99.99,0.2401398
3.37,2,219.98,0.18255610000000005
10.6,2,114.98,0.15082045
6.33,2,35.98,0.32987085
3.23,2,71.97,0.18339885
6.1,2,29.98,0.4444033
5.33,2,77.88,0.14200729999999998
5.77,2,34.98,0.5
5.77,2,37.98,0.5
6.13,2,106.98,0.1475783
6.1,2,47.98,0.28427495
7.67,2,67.97,0.15471035
8.67,2,347.96,0.2209334
5.43,2,122.98,0.14214875
1.4,2,29.98,0.3748957000000001
3.07,2,107.49,0.37498045
8.33,2,549.97,0.20721525
2.9,2,107.49,0.4241164000000001
1.47,3,42.98,0.2320886
2.3,3,100.84,0.159357
5.6,4,40.96,0.375
5.63,2,25.98,0.25
7.27,2,35.97,0.1459318
11.73,2,47.96,0.1725328
5.77,2,39.98,0.1667361
16.23,2,19.98,0.31055900000000003
6.2,2,95.17,0.2145778
4.03,2,57.98,0.16526435
6.2,2,95.17,0.2145778
10.47,2,41.98,0.16669935
