R,F,M,C
16.53,2,36.73,0.01778215
4.63,2,61.21,0.0
3.0,4,754.81,0.0
0.5,3,68.76,0.0
6.8,2,141.98,0.0
7.23,2,24.07,0.0
2.07,2,44.43,0.0
11.57,2,43.98,0.0
2.6,2,133.55,0.0
10.33,2,68.64,0.2487316
6.23,2,349.97,0.25
4.27,2,79.98,0.3333889
0.67,2,53.96,0.0
5.23,2,417.95,0.0
6.07,2,69.98,0.0
9.87,2,77.88,0.0
1.43,3,106.97,0.0
15.07,2,69.96,0.04547885
6.33,2,244.96,0.1023299
5.37,3,89.97,0.0
2.4,2,181.47,0.0
14.77,2,64.85,0.0
15.63,2,40.98,0.0
2.03,2,64.6,0.0
15.57,3,423.36,0.00973416667
4.37,2,259.98,0.0
6.73,2,173.43,0.0
6.0,2,22.12,0.0
5.73,2,45.78,0.0
5.5,2,299.96,0.0
4.97,3,549.96,0.0266688
1.83,2,32.88,0.0238237
7.43,2,61.98,0.17564985
0.83,2,65.97,0.154717
3.2,2,8.99,0.0
0.17,2,120.73,0.0198278
10.43,2,11.37,0.0
6.9,2,35.98,0.22493015
3.37,5,809.93,0.1465958
4.03,2,35.96,0.25
4.73,2,159.99,0.058827
13.33,4,290.76,0.0
3.53,3,0.0,
1.73,2,449.87,0.0
4.3,2,77.68,0.0
7.33,2,130.98,0.0
7.23,2,29.94,0.0
16.23,2,93.74,0.0
8.2,2,389.9,0.0
2.27,2,259.98,0.06522175
4.3,2,39.99,0.20004
14.8,2,82.98,0.04546415
4.0,2,28.85,0.0
4.37,2,51.96,0.0
4.03,2,79.99,0.20002
4.73,2,59.98,0.0
6.47,2,37.98,0.0
16.5,2,93.34,0.0
13.17,2,31.57,0.0
11.2,2,51.38,0.0
10.53,2,59.98,0.0
2.63,3,142.76,0.0
2.9,2,69.98,0.0
6.6,2,48.98,0.0
12.93,2,131.37,0.0
4.77,4,1584.83,0.0
5.7,2,273.55,0.0
1.53,2,31.98,0.0
4.07,3,569.96,0.08614523332999999
10.27,2,179.96,0.0
13.87,2,86.98,0.0
1.43,2,59.98,0.0909366
10.07,3,39.96,0.0556019
2.1,2,29.18,0.0
0.77,2,598.9,0.0766286
2.4,2,279.98,0.2000114
8.5,2,116.48,0.0
2.8,2,317.01,0.0
1.03,2,80.76,0.0
4.73,2,62.97,0.0
3.97,2,89.98,0.04546045
2.77,2,96.98,0.02381235
16.47,2,50.98,0.0
4.13,2,113.86,0.0
0.37,2,399.89,0.11241755
2.37,2,93.99,0.11466005
3.43,2,22.32,0.0
5.63,2,283.97,0.0
13.0,3,148.95,0.0
5.33,2,299.96,0.0312539
3.67,2,67.98,0.0
13.9,2,55.97,0.0
12.57,2,88.72,0.0
11.4,2,131.97,0.0
0.67,7,1146.93,0.0
2.6,2,15.98,0.0
9.13,4,208.93,0.0
2.97,2,23.27,0.0
5.5,2,94.96,0.0405515
4.1,2,39.98,0.0
0.13,4,145.93,0.011910025
8.8,2,144.98,0.0
2.37,2,267.28,0.1060835
3.33,2,249.98,0.0
7.77,2,35.98,0.0
7.67,2,111.96,0.0
5.5,2,90.98,0.0
13.53,3,25.77,0.0
13.17,2,21.54,0.0
2.87,2,259.98,0.03571685
9.13,2,76.98,0.19692475
11.2,2,67.96,0.0228519
2.17,2,73.16,0.0
13.23,4,6155.88,0.0
4.03,2,149.99,0.0
2.0,2,29.48,0.0
0.5,3,25.98,0.0
8.13,2,93.4,0.0
15.87,2,115.58,0.0
7.07,2,108.97,0.0431109
15.07,2,51.95,0.0
7.57,2,401.98,0.02680315
5.57,2,82.98,0.0
6.0,3,329.97,0.0
0.4,2,94.85,0.0
5.63,2,149.97,0.41669445
3.2,2,327.92,0.0
6.53,2,173.84,0.0
4.33,2,209.98,0.0869244
3.3,2,54.98,0.0
6.33,2,72.98,0.1607919
14.3,3,189.97,0.05128993333
8.47,2,30.98,0.08337675
4.53,2,312.66,0.06614455
10.2,2,41.97,0.06930985
8.77,2,39.98,0.0
5.67,2,327.96,0.0
10.43,2,239.97,0.0
3.67,3,396.96,0.0
14.77,2,47.98,0.0
0.67,3,529.49,0.0
8.4,2,25.98,0.0
16.1,2,62.97,0.0
13.57,2,44.7,0.03743915
13.07,2,50.3,0.0
11.5,2,119.98,0.0
0.53,2,205.66,0.0
5.57,2,268.97,0.0
13.07,3,55.28,0.0
1.3,4,93.47,0.0
3.53,2,33.98,0.0
5.37,2,463.96,0.0
2.87,2,79.97,0.0
3.57,2,91.19,0.0
3.93,2,44.98,0.0
5.77,2,49.98,0.03705075
2.07,2,166.02,0.0
1.57,3,365.79,0.0158737
0.73,2,103.96,0.0
13.93,2,184.13,0.0
1.37,2,93.16,0.0
3.77,2,79.78,0.06566685
1.57,2,238.99,0.0
14.33,4,95.04,0.0
14.63,2,189.8,0.0
7.87,3,333.47,0.0
13.7,2,108.58,0.0
4.67,2,95.98,0.0
11.0,3,1043.16,0.0
15.53,2,192.54,0.0
14.8,2,313.98,0.0
4.23,2,793.93,0.0
2.27,2,55.98,0.3334127
3.67,2,87.39,0.0
6.63,2,43.98,0.0
14.6,2,57.98,0.0
9.73,2,45.2,0.0
8.33,2,116.98,0.0
7.17,2,36.98,0.0
0.63,2,180.48,0.05953
10.43,2,130.89,0.0
5.33,3,73.97,0.0
13.63,3,58.6,0.0
3.83,2,31.96,0.0
6.4,2,99.98,0.0454597
14.23,2,179.98,0.10785255
13.3,2,68.61,0.0
6.67,2,289.97,0.0
2.7,2,279.96,0.0
3.2,2,88.21,0.0
11.3,2,42.72,0.0
3.37,2,95.97,0.0
0.3,2,19.99,0.0
1.53,2,239.98,0.0
15.27,2,256.97,0.0
11.13,2,45.98,0.0
10.8,2,53.96,0.09097045
12.1,2,70.95,0.0
12.77,3,117.32,0.0
13.1,3,44.31,0.0
0.93,2,359.96,0.2165781
5.9,2,309.98,0.30263435
5.67,2,240.96,0.0
5.87,3,78.88,0.0
3.13,2,26.97,0.0327463
8.57,2,373.51,0.0
8.6,2,40.52,0.0
7.23,2,273.97,0.0
10.17,2,46.56,0.0
3.03,2,36.65,0.0
1.1,3,55.67,0.0
1.73,2,19.98,0.0
9.47,2,109.96,0.1987821
4.87,2,17.98,0.0
2.53,2,91.98,0.0
2.97,5,272.3,0.0
11.57,2,59.98,0.0
2.7,2,35.57,0.0
3.43,2,36.98,0.2391039
7.9,2,299.6,0.0
4.73,2,289.98,0.0
2.63,2,92.09,0.0
16.03,2,67.54,0.0
7.63,3,591.95,0.0
15.07,2,249.98,0.0
1.0,2,41.58,0.0
6.1,2,71.62,0.0
11.6,2,439.98,0.1304056
7.6,3,204.93,0.0
6.8,2,46.89,0.0
3.53,2,64.82,0.0
14.03,3,648.14,0.0
6.3,2,289.98,0.0
16.97,2,62.09,0.0
9.1,2,25.9,0.0
8.73,2,1315.96,0.0
8.0,2,59.38,0.02435115
9.83,2,41.97,0.1357545
9.8,2,487.97,0.11446885
1.73,2,179.99,0.0
1.03,2,62.99,0.0
0.8,4,584.85,0.0
2.17,2,22.54,0.0455645
0.23,2,122.98,0.0
7.7,2,48.98,0.0
2.1,3,114.81,0.0
9.03,2,27.8,0.0
4.13,3,447.33,0.0
5.5,2,139.96,0.0
0.9,2,209.97,0.0
6.5,2,317.96,0.0
9.7,2,19.98,0.0
7.07,2,139.95,0.0
2.4,2,259.98,0.0
13.93,2,67.98,0.0
16.77,2,11.98,0.0
15.5,2,62.94,0.0
13.4,2,73.29,0.0
0.4,4,129.36,0.0
1.4,2,90.19,0.0
2.83,2,69.8,0.0
17.1,2,149.46,0.0
5.97,2,126.18,0.0
3.8,2,91.98,0.0454597
1.0,2,218.98,0.0
11.33,2,27.98,0.1250782
1.9,2,89.98,0.04546045
10.3,6,1248.78,0.09271258332999999
6.33,2,39.88,0.02152015
10.63,3,156.32,0.0
6.93,2,69.44,0.2191771
0.03,5,847.11,0.07461676
0.3,2,228.87,0.0559034
15.7,2,48.52,0.0
2.13,2,305.99,0.0
14.03,2,70.01,0.05910025
4.93,2,83.97,0.00626565
7.03,2,153.98,0.0454599
9.77,4,55.96,0.1250782
0.03,2,69.32,0.0
1.67,2,87.98,0.0
14.37,2,66.54,0.0
15.77,3,263.96,0.0
8.93,2,79.97,0.0
4.03,2,27.47,0.19664275
13.37,2,11.4,0.0
16.53,2,33.98,0.0
3.1,3,103.21,0.0
2.8,2,309.97,0.1312389
4.93,2,93.97,0.0674447
9.83,2,54.61,0.10535455
4.87,2,139.98,0.0
2.67,2,54.97,0.0
4.43,3,137.3,0.0
11.4,2,44.97,0.0
2.0,4,379.97,0.0
0.03,3,977.0,0.0045518
2.03,2,59.98,0.0454683
0.5,2,23.98,0.0
5.67,2,79.44,0.0
7.13,2,203.97,0.0
6.1,2,73.88,0.04534825
14.9,2,298.98,0.0
9.47,3,77.4,0.0
0.27,2,51.98,0.0
13.8,3,684.8,0.0
0.1,2,89.97,0.0
1.03,2,11.98,0.0
0.1,3,89.97,0.0
2.77,2,53.98,0.0
12.9,3,74.97,0.0
3.6,2,46.47,0.0
1.63,2,119.97,0.0
2.87,3,276.99,0.0
11.7,3,59.97,0.0
5.53,7,193.32,0.0
6.0,2,51.98,0.0
8.4,5,211.85,0.0
0.33,2,74.93,0.0
16.17,2,57.98,0.0
5.87,3,347.94,0.1969554
7.37,2,146.1,0.0
4.6,2,17.98,0.0
3.07,3,709.95,0.2456835
14.47,2,48.97,0.0
6.67,2,182.36,0.0
9.2,4,124.01,0.0
4.13,2,53.85,0.0714971
10.5,2,27.98,0.0625391
6.17,3,32.93,0.0
7.13,2,25.98,0.0
17.1,2,73.82,0.0
6.23,2,20.78,0.0
14.5,3,39.97,0.0556019
5.6,2,42.22,0.0
14.47,2,119.98,0.0
10.13,2,8.97,0.0
0.9,2,163.98,0.0
6.13,2,67.96,0.40656805
8.17,2,59.98,0.0
2.07,3,396.97,0.0
15.93,2,43.98,0.0
4.03,2,199.98,0.0
0.47,3,144.96,0.0
3.4,2,318.01,0.0
11.43,2,109.61,0.0
12.17,3,71.37,0.0
5.23,2,15.63,0.0
4.2,2,34.07,0.0
6.2,2,64.11,0.0
12.3,2,385.42,0.0
2.57,2,25.98,0.0
5.37,2,313.97,0.0
0.27,2,87.2,0.0
1.5,2,59.49,0.0
6.53,2,611.97,0.0
8.83,2,33.98,0.0
12.93,2,50.48,0.0
11.1,2,64.77,0.0
11.13,6,233.84,0.0
13.7,2,71.98,0.0
14.43,2,48.95,0.0
13.07,2,259.76,0.0
9.67,2,150.01,0.0
14.4,2,16.98,0.0
5.6,3,78.97,0.0
5.87,2,389.97,0.0400032
5.6,2,65.98,0.0
5.57,2,64.19,0.0
2.73,5,426.06,0.0
5.57,3,409.95,0.0
12.8,2,54.22,0.0
12.1,2,131.28,0.0
12.23,2,51.17,0.0
6.2,2,233.99,0.0
6.53,5,260.23,0.0
4.13,2,169.98,0.1052742
4.57,2,159.99,0.0
5.63,2,761.96,0.0
10.93,2,62.96,0.0
8.47,6,179.26,0.0
6.27,2,224.98,0.0651883
10.6,3,233.02,0.0
9.53,2,113.89,0.0
1.5,5,267.87,0.12183066
3.03,2,20.27,0.0
2.13,3,304.94,0.0
6.37,2,0.0,
5.23,2,50.76,0.0
14.97,2,149.51,0.0
5.93,2,108.3,0.0
7.07,2,77.94,0.023749
4.07,3,411.35,0.0
5.93,7,359.78,0.0
9.47,2,26.96,0.0
8.37,3,92.49,0.0
9.5,2,166.36,0.0
12.5,2,73.71,0.0
6.6,2,179.98,0.0
5.1,2,21.34,0.0
1.4,2,98.0,0.0
4.53,2,75.96,0.0
9.4,2,42.64,0.0
13.13,2,112.44,0.0
1.3,3,85.97,0.0
9.4,2,204.98,0.0400032
2.67,2,52.98,0.0
4.6,4,709.94,0.16666666667000002
5.63,2,309.96,0.05208765
7.87,3,113.75,0.0
11.07,2,265.69,0.0
2.47,2,249.96,0.0
3.13,2,258.9,0.0
3.63,2,229.98,0.1153935
10.23,2,760.88,0.0
10.23,2,79.98,0.0
3.07,3,76.97,0.0
6.47,2,49.48,0.0
1.5,2,109.97,0.0454628
7.13,2,128.62,0.04547865
5.7,2,74.7,0.0
0.53,4,157.85,0.09227035
6.57,2,559.96,0.0
1.1,2,119.98,0.0566127
14.13,2,80.95,0.0
10.5,2,43.98,0.3547535
5.17,2,87.9,0.0
9.33,6,93.14,0.0
4.33,3,279.97,0.0
6.3,3,92.82,0.11309313332999998
6.2,2,32.98,0.28770975
0.17,2,89.97,0.0
2.27,2,50.85,0.0125234
7.13,2,33.95,0.0
14.0,2,50.53,0.0
4.8,2,295.98,0.0
8.53,2,122.98,0.0
4.3,3,154.72,0.0
4.9,2,33.78,0.0
3.5,2,259.98,0.03571685
9.97,2,155.89,0.01966785
14.93,2,69.8,0.0
13.4,2,44.3,0.0
0.87,3,113.97,0.043483
7.07,2,253.97,0.0
0.63,3,100.37,0.0
2.27,2,66.5,0.0
3.03,2,488.85,0.0
4.33,2,50.23,0.0
3.2,6,585.32,0.23135298333
3.8,2,79.29,0.0
15.4,3,74.52,0.0
1.7,2,112.99,0.0
4.23,2,209.99,0.0
10.63,2,77.68,0.0
2.63,2,50.98,0.2209167
11.33,2,79.44,0.0
13.33,3,581.18,0.0
8.03,3,140.06,0.0
5.23,2,547.94,0.0
10.33,2,59.08,0.0
8.8,2,89.25,0.0
13.93,2,38.18,0.0
4.17,2,59.53,0.0
1.97,2,99.98,0.0
12.0,2,183.97,0.0
2.1,2,89.98,0.0
0.5,2,31.98,0.0
0.17,2,72.89,0.0
4.6,3,33.97,0.0735673
12.8,2,101.8,0.0
1.07,5,318.14,0.0
11.8,2,175.98,0.0
6.73,2,32.55,0.0
16.13,2,70.99,0.0
11.33,3,140.94,0.0
16.03,2,20.58,0.0
4.2,3,299.96,0.0
5.47,2,103.13,0.0
12.3,2,48.0,0.0
3.73,5,469.94,0.03158228
6.07,2,79.98,0.0
8.63,2,53.98,0.0
16.17,2,279.98,0.07576215
4.17,2,329.97,0.0526371
6.3,2,509.96,0.0813913
10.33,2,103.54,0.0
9.47,3,161.66,0.0
5.3,3,227.0,0.0
4.3,2,139.98,0.0
5.73,2,114.25,0.0
8.4,2,135.78,0.0
4.57,2,159.99,0.0
12.1,2,99.95,0.1087193
5.0,2,29.51,0.0
1.3,2,70.52,0.0
13.37,3,333.08,0.0
2.2,5,210.21,0.0
0.53,2,275.9,0.0
2.8,3,116.96,0.0439232
5.73,2,77.08,0.0
0.57,2,27.98,0.04548635
6.2,2,349.97,0.28333555
15.9,2,79.98,0.0
0.03,2,34.98,0.04547885
6.4,3,257.97,0.0
12.8,2,63.18,0.0
6.9,2,279.98,0.0
11.77,2,51.98,0.0
6.17,2,62.98,0.0
7.1,3,636.92,0.0
2.43,2,49.98,0.0
6.97,2,36.97,0.0
0.6,2,35.98,0.0
4.57,2,559.96,0.0
12.27,6,532.12,0.0
2.2,3,62.86,0.0
10.5,2,123.94,0.0
0.7,2,199.96,0.10628495
13.1,2,267.1,0.0
4.0,2,234.97,0.0
9.0,2,72.96,0.0
2.63,2,186.97,0.25
7.87,2,35.98,0.0
11.87,2,45.98,0.0
16.33,2,70.3,0.0
16.43,2,29.97,0.0
9.97,3,26.5,0.0
12.63,3,195.92,0.0
4.1,3,479.95,0.16666666667000002
6.2,2,389.97,0.25
0.23,2,78.84,0.0
2.93,2,38.97,0.0
10.77,3,53.12,0.0
12.03,3,181.93,0.0
11.0,2,78.34,0.0
15.43,3,87.97,0.0
7.77,2,61.94,0.0
4.67,3,62.56,0.0
10.6,2,68.31,0.0
16.47,2,27.06,0.0
14.4,2,179.98,0.04545915
6.63,2,65.94,0.0476603
7.73,2,293.97,0.0
15.87,2,17.98,0.0
2.23,3,210.3,0.0
1.8,2,81.28,0.0
6.2,2,189.97,0.0
3.1,2,285.94,0.0
5.2,3,115.97,0.0
3.8,2,67.99,0.0
3.13,2,268.91,0.0
1.4,2,54.93,0.0
4.97,2,41.96,0.0
5.33,3,275.96,0.030306966669999998
4.87,2,52.69,0.0
17.1,2,1001.94,0.0476218
14.77,3,383.46,0.0
5.97,2,281.9,0.0
1.57,2,119.97,0.0
6.0,2,213.97,0.03247175
4.13,2,60.46,0.0
12.53,2,81.48,0.0
3.67,2,75.99,0.0
9.9,13,258.71,0.0
5.47,2,22.54,0.0
3.23,2,262.31,0.03614545
16.63,2,40.97,0.0
4.87,2,399.98,0.06926725
10.57,2,165.78,0.0
15.23,2,201.98,0.0
6.3,2,65.98,0.0
5.77,7,107.93,0.5
1.17,2,32.98,0.0
9.53,2,59.96,0.1549683
15.93,2,82.96,0.0
12.57,2,35.33,0.0
14.23,2,61.93,0.0
4.7,2,109.12,0.0
3.13,2,135.98,0.0
6.6,2,85.96,0.2371813
13.0,2,26.98,0.0
4.23,2,239.98,0.0
5.87,2,50.46,0.0
5.97,3,64.58,0.0
4.77,3,458.09,0.0
5.77,5,85.95,0.5
1.97,3,77.97,0.0830226
4.53,2,259.98,0.0
5.77,2,39.98,0.5
5.1,2,39.98,0.0
2.87,2,96.47,0.0
6.13,3,433.96,0.0
13.5,4,49.16,0.0
0.0,2,34.72,0.0
2.8,2,297.46,0.0
-0.03,4,197.02,0.0
5.87,2,149.98,0.04546045
9.23,2,25.98,0.0
8.13,2,21.18,0.0
0.4,2,38.98,0.0
12.63,2,11.98,0.0
3.77,2,117.95,0.0
14.87,2,117.98,0.0
15.93,2,48.52,0.0
4.67,2,273.97,0.08419945
2.5,2,43.6,0.0
10.83,2,135.0,0.1029879
12.7,2,45.98,0.0
5.67,2,25.98,0.0
15.27,3,73.58,0.0
1.77,2,53.98,0.0
12.9,2,87.18,0.0
4.17,2,171.98,0.0
5.23,2,229.98,0.1738998
2.93,2,159.98,0.1111235
3.53,3,175.97,0.0
5.53,2,27.98,0.0
5.37,2,85.97,0.1258789
3.0,2,65.96,0.0
3.9,2,93.01,0.0
0.53,2,77.97,0.15616215
16.4,2,53.87,0.0
4.17,2,71.98,0.0
1.57,3,208.48,0.0
14.27,2,34.97,0.0194686
16.37,2,117.18,0.0
4.4,2,83.57,0.0
3.23,2,143.97,0.0
6.23,2,299.98,0.0
3.9,3,479.94,0.0
3.13,2,65.98,0.1304692
0.1,3,83.96,0.0
1.73,2,23.98,0.0
2.27,2,127.98,0.0
9.73,2,84.24,0.0
16.53,2,42.97,0.0
3.33,2,75.98,0.0
2.43,2,103.98,0.0
14.33,2,211.94,0.0
1.27,2,119.98,0.0566127
14.97,2,103.98,0.0
2.23,2,76.0,0.0
12.67,2,187.24,0.0
3.2,2,39.99,0.0
9.8,2,45.55,0.0
14.73,2,185.62,0.0
17.17,2,99.98,0.0
3.8,2,289.98,0.0
14.23,2,160.05,0.0
0.77,2,87.94,0.0
0.13,2,75.99,0.0
0.5,2,19.98,0.0
11.7,3,86.31,0.0
13.33,2,133.98,0.0238129
8.2,3,98.96,0.0
8.07,2,189.98,0.0
15.67,2,13.98,0.0
0.07,2,221.2,0.0
2.9,2,60.92,0.0
5.67,2,50.94,0.16648105
1.07,2,78.54,0.0
5.4,2,429.96,0.0
10.0,2,80.98,0.0
7.1,2,36.94,0.06524105
10.63,2,86.97,0.0
12.23,2,65.52,0.0
6.5,4,585.95,0.0
6.0,4,206.35,0.0
6.2,2,158.04,0.0
10.1,2,33.91,0.0
0.37,2,38.13,0.0
5.37,3,107.78,0.0
12.57,2,39.98,0.02382085
5.47,2,29.98,0.0
5.97,2,81.98,0.0
6.2,2,263.97,0.04717575
1.1,2,74.99,0.0
4.5,2,64.99,0.0
2.33,2,46.93,0.0444006
2.63,2,59.98,0.0
6.63,2,293.97,0.0
7.0,3,385.94,0.0
15.33,2,54.62,0.0
14.93,2,161.82,0.0
5.9,3,35.14,0.0
8.03,2,74.97,0.0
11.6,5,95.33,0.0
2.23,2,204.98,0.08337965
13.57,2,144.02,0.0
10.8,2,143.99,0.1961262
7.8,2,559.98,0.0
8.87,5,147.91,0.0
5.67,2,41.04,0.08264465
7.67,2,33.2,0.0
14.9,2,43.99,0.0
6.53,3,295.96,0.0
13.47,2,304.48,0.0
1.53,2,73.86,0.0
1.1,2,559.98,0.0
5.83,3,105.46,0.0
5.23,2,272.03,0.0
12.5,2,39.98,0.0
0.9,2,279.99,0.0
0.1,4,97.96,0.0
3.93,2,55.98,0.0
14.93,2,53.06,0.0
3.97,3,56.97,0.0
4.67,2,25.98,0.04548635
3.7,2,32.88,0.0
12.13,2,59.96,0.0
4.07,3,409.97,0.0
4.03,2,37.95,0.0
6.63,2,51.54,0.0
11.73,4,32.36,0.0
-0.03,2,45.0,0.0
14.57,2,123.95,0.0109553
-0.03,2,44.98,0.0
2.53,2,279.98,0.0
6.4,2,289.98,0.0
6.33,2,79.98,0.0
4.53,2,647.06,0.0
11.4,2,59.36,0.0
16.03,2,82.62,0.0
6.37,3,439.97,0.0
9.83,2,60.29,0.0
1.23,2,63.97,0.0
2.07,2,111.98,0.0
8.3,2,45.97,0.0
4.27,2,1497.9,0.03703895
3.3,3,30.97,0.0
1.73,2,59.0,0.0
11.63,2,117.97,0.03135725
4.23,2,159.98,0.08581075
6.23,2,53.98,0.0
9.23,3,60.95,0.0
4.2,5,282.21,0.03997404
13.5,2,28.45,0.0
1.73,3,167.95,0.13614416667
4.47,2,25.98,0.0
8.4,2,79.95,0.0
5.77,3,99.86,0.0822409
14.93,2,58.42,0.0
6.3,2,899.97,0.0
1.33,2,58.7,0.0
8.97,3,283.96,0.0
9.87,3,283.87,0.0
16.83,3,341.62,0.0
0.3,2,46.98,0.0
3.67,2,299.98,0.0
11.43,2,32.88,0.0
5.43,2,23.98,0.0
13.5,2,164.94,0.01271795
10.4,2,56.82,0.0
9.77,2,79.97,0.04546905
10.77,2,59.08,0.0
15.2,2,56.98,0.0
9.03,9,439.9,0.0
4.9,2,5.0,0.5
7.6,2,149.98,0.0
0.1,2,99.98,0.0
1.77,4,60.96,0.368174175
5.23,2,273.97,0.0
14.63,2,57.7,0.0
5.73,2,287.96,0.0
3.1,2,199.96,0.16669445
5.93,2,131.96,0.0
0.7,2,179.94,0.0
2.03,2,62.97,0.0
11.2,2,66.98,0.0
5.3,2,88.57,0.0
10.73,2,30.06,0.0
9.63,2,97.65,0.0
6.47,2,261.97,0.0
12.13,2,42.31,0.0
0.53,3,91.91,0.0
6.3,3,382.97,0.0
1.73,2,59.98,0.0
3.73,2,89.98,0.0
3.23,2,46.32,0.0
4.47,5,181.92,0.0186846
7.63,2,26.64,0.0
10.5,2,109.26,0.0
12.63,2,67.48,0.0
7.33,2,290.94,0.0
1.97,2,119.98,0.0
6.77,5,80.54,0.01818682
7.77,4,182.96,0.0
1.87,2,42.94,0.0455312
5.87,3,55.25,0.0
6.03,2,53.75,0.0
4.77,12,950.71,0.180389425
5.2,2,65.98,0.0238171
5.5,2,439.97,0.0
14.1,2,72.04,0.0
10.73,2,324.89,0.0
8.8,2,106.28,0.0
3.67,2,140.56,0.0
10.3,2,45.98,0.0
5.8,2,33.81,0.0
0.93,8,2359.83,0.0
5.43,2,112.97,0.19336155
9.6,2,134.97,0.11924805
9.0,2,61.98,0.0
3.67,3,59.28,0.0
6.17,2,30.98,0.0
14.8,2,89.86,0.0
15.17,5,44.51,0.0
2.5,3,67.95,0.10251743332999999
1.73,2,85.93,0.0
8.53,2,39.98,0.0
10.93,2,85.22,0.0
3.1,2,109.37,0.036921
6.83,2,127.88,0.0
3.8,2,40.99,0.0
3.33,2,414.4,0.0
2.8,2,47.98,0.0
4.4,2,79.98,0.0
2.63,3,83.26,0.0
15.83,2,259.98,0.0
5.97,2,403.96,0.058827
16.4,3,1370.73,0.0
2.83,4,211.95,0.011906175
5.9,3,63.96,0.0
0.43,2,53.98,0.0
16.3,2,34.97,0.0843531
7.27,2,64.72,0.0
5.63,2,479.97,0.0454566
8.53,2,236.77,0.0
2.93,2,1159.93,0.11217665
4.3,3,489.97,0.20370576666999998
0.7,2,279.97,0.3373671
5.63,3,749.94,0.2380882
4.33,4,132.24,0.0
12.73,2,213.88,0.0
9.97,2,92.18,0.0
1.3,2,44.58,0.0
1.93,4,228.83,0.0
4.57,4,116.71,0.0
3.47,2,25.98,0.0
2.83,2,59.98,0.0
3.33,2,149.98,0.1176609
16.87,2,27.53,0.0
2.2,2,51.98,0.0
1.13,3,32.49,0.0
6.8,2,139.98,0.0
3.23,3,55.84,0.0
6.5,2,204.01,0.0
12.5,2,62.02,0.0
5.4,2,97.98,0.0
6.1,2,319.98,0.0
5.73,2,399.97,0.25
5.77,2,102.94,0.0
1.83,2,46.47,0.0
10.83,2,37.21,0.0
8.3,2,44.94,0.0
2.7,2,65.96,0.0
8.83,2,116.96,0.06946375
1.73,5,365.87,0.10330964
10.13,2,79.66,0.0
8.3,2,64.95,0.0
15.97,2,50.88,0.0
2.6,3,43.05,0.0
8.8,2,481.58,0.0
15.8,2,57.29,0.0
7.53,2,83.97,0.0
10.3,4,272.63,0.0
0.8,2,89.98,0.0
3.83,3,56.46,0.0
11.47,2,64.31,0.0
1.3,2,33.98,0.0
13.8,3,105.37,0.0
1.43,2,74.06,0.0103278
13.07,2,23.98,0.0
2.6,2,73.15,0.0
4.47,2,139.98,0.0
1.17,2,48.73,0.0
0.17,2,229.1,0.0
5.33,2,39.86,0.0
2.87,3,175.87,0.0
10.1,2,32.57,0.0
7.4,3,36.89,0.0
13.37,3,221.95,0.0
12.7,5,861.48,0.0
10.73,3,120.95,0.0
6.23,2,35.7,0.0
8.47,2,100.69,0.0
15.7,2,308.0,0.0238226
4.13,2,62.98,0.0
14.4,2,63.75,0.0
7.33,2,128.77,0.0
6.3,2,63.37,0.0
6.57,6,1547.3,0.0
7.67,2,59.38,0.0
12.17,3,777.08,0.0
17.13,2,82.59,0.0
7.67,2,32.69,0.0
6.8,2,154.94,0.0
6.0,2,98.96,0.0
0.63,2,97.34,0.0
4.47,2,134.95,0.2357644
6.57,2,191.2,0.0
16.27,2,61.71,0.0
9.1,2,61.44,0.0
6.8,2,34.88,0.0
7.33,2,260.24,0.0
7.23,3,13.54,0.0
16.23,3,65.34,0.0
7.17,2,184.95,0.0
0.1,3,729.43,0.0
7.33,3,71.3,0.0
9.4,2,95.24,0.0
1.7,2,81.1,0.0
2.7,2,57.44,0.0
9.23,2,63.43,0.0
16.83,2,37.22,0.0
4.87,2,38.47,0.0
3.43,6,236.7,0.0
2.23,7,318.82,0.0
3.03,2,127.91,0.0
9.0,2,190.36,0.0
11.5,2,21.46,0.0
7.63,2,46.99,0.0
0.0,3,48.97,0.0
5.47,4,259.78,0.0
10.23,2,63.42,0.0
0.4,2,159.16,0.0
9.43,2,58.05,0.0
9.27,2,124.4,0.0
11.5,2,60.5,0.0
7.97,3,136.44,0.0
13.13,3,111.96,0.0
10.67,3,336.67,0.0
9.67,2,19.48,0.0
13.17,2,97.98,0.0
3.9,3,505.2,0.0
11.57,2,140.43,0.0
2.37,2,359.97,0.0594572
1.07,3,404.22,0.0
9.0,3,789.97,0.07377383333
5.37,2,299.96,0.0
15.87,2,213.38,0.0
4.7,3,339.95,0.04167186667
8.03,2,75.7,0.0
14.4,4,154.52,0.0
3.77,2,260.5,0.0454351
12.23,2,279.89,0.0
7.77,2,163.98,0.0
16.43,2,510.61,0.0
11.13,2,84.24,0.0
13.9,2,97.74,0.0
5.6,2,342.97,0.08749625
1.73,2,259.98,0.0714337
10.5,4,36.93,0.022606375
6.2,2,101.98,0.0
10.8,2,44.78,0.0
3.8,5,423.79,0.0181322
4.9,3,88.9,0.0
14.4,2,159.07,0.0
5.43,4,88.92,0.0
0.03,7,789.79,0.0
2.43,2,49.98,0.0198527
0.77,2,0.0,
5.6,3,113.07,0.0
4.57,2,149.98,0.0
4.17,2,39.98,0.0
1.5,2,204.8,0.05561735
10.53,2,175.98,0.0690328
8.0,2,119.98,0.0
